"Series ID","Area","Industry","Datatype","Adjustment Method","State"
"SMU06000006056190001","Statewide","Other Support Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006056200001","Statewide","Waste Management and Remediation Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006500000001","Statewide","Education and Health Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006561000001","Statewide","Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006561110001","Statewide","Elementary and Secondary Schools","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006561120001","Statewide","Junior Colleges","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006561130001","Statewide","Colleges, Universities, and Professional Schools","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006561160001","Statewide","Other Schools and Instruction","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562000001","Statewide","Health Care and Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562100001","Statewide","Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562110001","Statewide","Offices of Physicians","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562120001","Statewide","Offices of Dentists","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562130001","Statewide","Offices of Other Health Practitioners","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562140001","Statewide","Outpatient Care Centers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562150001","Statewide","Medical and Diagnostic Laboratories","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562160001","Statewide","Home Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562190001","Statewide","Other Ambulatory Health Care Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562200001","Statewide","Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562210001","Statewide","General Medical and Surgical Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562220001","Statewide","Psychiatric and Substance Abuse Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562230001","Statewide","Specialty (except Psychiatric and Substance Abuse) Hospitals","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562300001","Statewide","Nursing and Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562310001","Statewide","Nursing Care Facilities (Skilled Nursing Facilities)","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562320001","Statewide","Residential Intellectual and Developmental Disability, Mental Health and Substance Abuse Facilities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562330001","Statewide","Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562390001","Statewide","Other Residential Care Facilities","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562400001","Statewide","Social Assistance","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562410001","Statewide","Individual and Family Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562420001","Statewide","Community Food and Housing, and Emergency and Other Relief Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562430001","Statewide","Vocational Rehabilitation Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000006562440001","Statewide","Child Day Care Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007000000001","Statewide","Leisure and Hospitality","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071000001","Statewide","Arts, Entertainment, and Recreation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071100001","Statewide","Performing Arts, Spectator Sports, and Related Industries","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071110001","Statewide","Performing Arts Companies","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071120001","Statewide","Spectator Sports","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071150001","Statewide","Independent Artists, Writers, and Performers","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071200001","Statewide","Museums, Historical Sites, and Similar Institutions","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071300001","Statewide","Amusement, Gambling, and Recreation Industries","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071310001","Statewide","Amusement Parks and Arcades","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071320001","Statewide","Gambling Industries","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007071390001","Statewide","Other Amusement and Recreation Industries","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072000001","Statewide","Accommodation and Food Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072100001","Statewide","Accommodation","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072200001","Statewide","Food Services and Drinking Places","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072230001","Statewide","Special Food Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072240001","Statewide","Drinking Places (Alcoholic Beverages)","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072250001","Statewide","Restaurants and Other Eating Places","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072251101","Statewide","Full-Service Restaurants","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000007072259001","Statewide","Limited-Service Restaurants and Other Eating Places","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008000000001","Statewide","Other Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081100001","Statewide","Repair and Maintenance","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081110001","Statewide","Automotive Repair and Maintenance","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081130001","Statewide","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081140001","Statewide","Personal and Household Goods Repair and Maintenance","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081200001","Statewide","Personal and Laundry Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081210001","Statewide","Personal Care Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081230001","Statewide","Drycleaning and Laundry Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081290001","Statewide","Other Personal Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081300001","Statewide","Religious, Grantmaking, Civic, Professional, and Similar Organizations","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081310001","Statewide","Religious Organizations","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081320001","Statewide","Grantmaking and Giving Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081330001","Statewide","Social Advocacy Organizations","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081340001","Statewide","Civic and Social Organizations","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000008081390001","Statewide","Business, Professional, Labor, Political, and Similar Organizations","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009000000001","Statewide","Government","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009091000001","Statewide","Federal Government","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009091299101","Statewide","Federal Government excluding Department of Defense","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009091911001","Statewide","Department of Defense","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009092000001","Statewide","State Government","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009092161101","Statewide","State Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009092200001","Statewide","State Government Excluding Education","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009093000001","Statewide","Local Government","All Employees, In Thousands","Not Seasonally Adjusted","California"
"SMU06000009093161101","Statewide","Local Government Educational Services","All Employees, In Thousands","Not Seasonally Adjusted","California"
